obs,ID,Bin,Bin.Normal,Phase,Rate,Group
3802,P141,3,22,C-3,0,control
3803,P141,4,23,C-3,0,control
3804,P141,5,24,C-3,0,control
3805,P141,6,25,C-3,0,control
3806,P141,7,26,C-3,0,control
3807,P141,8,27,C-3,0,control
3808,P142,-8,1,B-1,27,control
3809,P142,-7,2,B-1,24,control
3810,P142,-6,3,B-1,31,control
3811,P142,-5,4,B-1,23,control
3812,P142,-4,5,B-1,16,control
3813,P142,-3,6,B-1,24,control
3814,P142,-2,7,B-1,20,control
3815,P142,-1,8,B-1,19,control
3816,P142,0,9,B-1,13,control
3817,P142,8,10,A-2,4,control
3818,P142,7,11,A-2,5,control
3819,P142,6,12,A-2,5,control
3820,P142,5,13,A-2,0,control
3821,P142,4,14,A-2,0,control
3822,P142,3,15,A-2,4,control
3823,P142,2,16,A-2,0,control
3824,P142,1,17,A-2,0,control
3825,P142,0,18,A-2,0,control
3826,P142,0,19,C-3,1,control
3827,P142,1,20,C-3,3,control
3828,P142,2,21,C-3,3,control
3829,P142,3,22,C-3,0,control
3830,P142,4,23,C-3,0,control
3831,P142,5,24,C-3,24,control
3832,P142,6,25,C-3,0,control
3833,P142,7,26,C-3,0,control
3834,P142,8,27,C-3,0,control
3835,P143,-8,1,B-1,26,control
3836,P143,-7,2,B-1,25,control
3837,P143,-6,3,B-1,32,control
3838,P143,-5,4,B-1,48,control
3839,P143,-4,5,B-1,50,control
3840,P143,-3,6,B-1,47,control
3841,P143,-2,7,B-1,49,control
3842,P143,-1,8,B-1,31,control
3843,P143,0,9,B-1,48,control
3844,P143,8,10,A-2,20,control
3845,P143,7,11,A-2,37,control
3846,P143,6,12,A-2,0,control
3847,P143,5,13,A-2,10,control
3848,P143,4,14,A-2,12,control
3849,P143,3,15,A-2,9,control
3850,P143,2,16,A-2,36,control
3851,P143,1,17,A-2,31,control
3852,P143,0,18,A-2,4,control
3853,P143,0,19,C-3,10,control
3854,P143,1,20,C-3,8,control
3855,P143,2,21,C-3,27,control
3856,P143,3,22,C-3,0,control
3857,P143,4,23,C-3,1,control
3858,P143,5,24,C-3,0,control
3859,P143,6,25,C-3,1,control
3860,P143,7,26,C-3,2,control
3861,P143,8,27,C-3,3,control
3862,P144,-8,1,B-1,9,control
3863,P144,-7,2,B-1,31,control
3864,P144,-6,3,B-1,29,control
3865,P144,-5,4,B-1,36,control
3866,P144,-4,5,B-1,39,control
3867,P144,-3,6,B-1,43,control
3868,P144,-2,7,B-1,38,control
3869,P144,-1,8,B-1,34,control
3870,P144,0,9,B-1,44,control
3871,P144,8,10,A-2,24,control
3872,P144,7,11,A-2,4,control
3873,P144,6,12,A-2,16,control
3874,P144,5,13,A-2,5,control
3875,P144,4,14,A-2,11,control
3876,P144,3,15,A-2,0,control
3877,P144,2,16,A-2,5,control
3878,P144,1,17,A-2,0,control
3879,P144,0,18,A-2,0,control
3880,P144,0,19,C-3,0,control
3881,P144,1,20,C-3,10,control
3882,P144,2,21,C-3,0,control
3883,P144,3,22,C-3,0,control
3884,P144,4,23,C-3,0,control
3885,P144,5,24,C-3,3,control
3886,P144,6,25,C-3,0,control
3887,P144,7,26,C-3,0,control
3888,P144,8,27,C-3,6,control
3889,P145,-8,1,B-1,22,control
3890,P145,-7,2,B-1,23,control
3891,P145,-6,3,B-1,25,control
3892,P145,-5,4,B-1,5,control
3893,P145,-4,5,B-1,22,control
3894,P145,-3,6,B-1,20,control
3895,P145,-2,7,B-1,22,control
3896,P145,-1,8,B-1,27,control
3897,P145,0,9,B-1,31,control
3898,P145,8,10,A-2,15,control
3899,P145,7,11,A-2,14,control
3900,P145,6,12,A-2,9,control
3901,P145,5,13,A-2,4,control
3902,P145,4,14,A-2,5,control
3903,P145,3,15,A-2,6,control
3904,P145,2,16,A-2,0,control
3905,P145,1,17,A-2,7,control
3906,P145,0,18,A-2,4,control
3907,P145,0,19,C-3,0,control
3908,P145,1,20,C-3,0,control
3909,P145,2,21,C-3,0,control
3910,P145,3,22,C-3,12,control
3911,P145,4,23,C-3,0,control
3912,P145,5,24,C-3,0,control
3913,P145,6,25,C-3,10,control
3914,P145,7,26,C-3,0,control
3915,P145,8,27,C-3,8,control
3916,P146,-8,1,B-1,18,control
3917,P146,-7,2,B-1,22,control
3918,P146,-6,3,B-1,27,control
3919,P146,-5,4,B-1,29,control
3920,P146,-4,5,B-1,29,control
3921,P146,-3,6,B-1,41,control
3922,P146,-2,7,B-1,43,control
3923,P146,-1,8,B-1,32,control
3924,P146,0,9,B-1,39,control
3925,P146,8,10,A-2,23,control
3926,P146,7,11,A-2,6,control
3927,P146,6,12,A-2,32,control
3928,P146,5,13,A-2,27,control
3929,P146,4,14,A-2,10,control
3930,P146,3,15,A-2,6,control
3931,P146,2,16,A-2,0,control
3932,P146,1,17,A-2,0,control
3933,P146,0,18,A-2,8,control
3934,P146,0,19,C-3,0,control
3935,P146,1,20,C-3,0,control
3936,P146,2,21,C-3,0,control
3937,P146,3,22,C-3,0,control
3938,P146,4,23,C-3,0,control
3939,P146,5,24,C-3,0,control
3940,P146,6,25,C-3,0,control
3941,P146,7,26,C-3,0,control
3942,P146,8,27,C-3,0,control
3943,P147,-8,1,B-1,13,control
3944,P147,-7,2,B-1,7,control
3945,P147,-6,3,B-1,26,control
3946,P147,-5,4,B-1,27,control
3947,P147,-4,5,B-1,37,control
3948,P147,-3,6,B-1,29,control
3949,P147,-2,7,B-1,31,control
3950,P147,-1,8,B-1,28,control
3951,P147,0,9,B-1,27,control
3952,P147,8,10,A-2,21,control
3953,P147,7,11,A-2,22,control
3954,P147,6,12,A-2,17,control
3955,P147,5,13,A-2,9,control
3956,P147,4,14,A-2,7,control
3957,P147,3,15,A-2,6,control
3958,P147,2,16,A-2,14,control
3959,P147,1,17,A-2,0,control
3960,P147,0,18,A-2,12,control
3961,P147,0,19,C-3,4,control
3962,P147,1,20,C-3,8,control
3963,P147,2,21,C-3,0,control
3964,P147,3,22,C-3,0,control
3965,P147,4,23,C-3,0,control
3966,P147,5,24,C-3,4,control
3967,P147,6,25,C-3,10,control
3968,P147,7,26,C-3,0,control
3969,P147,8,27,C-3,10,control
3970,P148,-8,1,B-1,35,control
3971,P148,-7,2,B-1,44,control
3972,P148,-6,3,B-1,38,control
3973,P148,-5,4,B-1,47,control
3974,P148,-4,5,B-1,56,control
3975,P148,-3,6,B-1,54,control
3976,P148,-2,7,B-1,51,control
3977,P148,-1,8,B-1,51,control
3978,P148,0,9,B-1,56,control
3979,P148,8,10,A-2,29,control
3980,P148,7,11,A-2,12,control
3981,P148,6,12,A-2,0,control
3982,P148,5,13,A-2,0,control
3983,P148,4,14,A-2,0,control
3984,P148,3,15,A-2,4,control
3985,P148,2,16,A-2,0,control
3986,P148,1,17,A-2,0,control
3987,P148,0,18,A-2,0,control
3988,P148,0,19,C-3,0,control
3989,P148,1,20,C-3,0,control
3990,P148,2,21,C-3,0,control
3991,P148,3,22,C-3,6,control
3992,P148,4,23,C-3,0,control
3993,P148,5,24,C-3,0,control
3994,P148,6,25,C-3,0,control
3995,P148,7,26,C-3,0,control
3996,P148,8,27,C-3,0,control
3997,P149,-8,1,B-1,19,control
3998,P149,-7,2,B-1,29,control
3999,P149,-6,3,B-1,31,control
4000,P149,-5,4,B-1,34,control
4001,P149,-4,5,B-1,35,control
4002,P149,-3,6,B-1,27,control
4003,P149,-2,7,B-1,36,control
4004,P149,-1,8,B-1,36,control
4005,P149,0,9,B-1,32,control
4006,P149,8,10,A-2,11,control
4007,P149,7,11,A-2,5,control
4008,P149,6,12,A-2,5,control
4009,P149,5,13,A-2,7,control
4010,P149,4,14,A-2,0,control
4011,P149,3,15,A-2,2,control
4012,P149,2,16,A-2,18,control
4013,P149,1,17,A-2,7,control
4014,P149,0,18,A-2,0,control
4015,P149,0,19,C-3,0,control
4016,P149,1,20,C-3,8,control
4017,P149,2,21,C-3,0,control
4018,P149,3,22,C-3,0,control
4019,P149,4,23,C-3,6,control
4020,P149,5,24,C-3,7,control
4021,P149,6,25,C-3,3,control
4022,P149,7,26,C-3,3,control
4023,P149,8,27,C-3,2,control
4024,P150,-8,1,B-1,21,control
4025,P150,-7,2,B-1,48,control
4026,P150,-6,3,B-1,46,control
4027,P150,-5,4,B-1,36,control
4028,P150,-4,5,B-1,45,control
4029,P150,-3,6,B-1,43,control
4030,P150,-2,7,B-1,42,control
4031,P150,-1,8,B-1,35,control
4032,P150,0,9,B-1,41,control
4033,P150,8,10,A-2,9,control
4034,P150,7,11,A-2,8,control
4035,P150,6,12,A-2,0,control
4036,P150,5,13,A-2,0,control
4037,P150,4,14,A-2,0,control
4038,P150,3,15,A-2,0,control
4039,P150,2,16,A-2,0,control
4040,P150,1,17,A-2,0,control
4041,P150,0,18,A-2,0,control
4042,P150,0,19,C-3,0,control
4043,P150,1,20,C-3,0,control
4044,P150,2,21,C-3,0,control
4045,P150,3,22,C-3,0,control
4046,P150,4,23,C-3,0,control
4047,P150,5,24,C-3,0,control
4048,P150,6,25,C-3,0,control
4049,P150,7,26,C-3,0,control
4050,P150,8,27,C-3,0,control
4051,P151,-8,1,B-1,16,control
4052,P151,-7,2,B-1,20,control
4053,P151,-6,3,B-1,34,control
4054,P151,-5,4,B-1,25,control
4055,P151,-4,5,B-1,42,control
4056,P151,-3,6,B-1,42,control
4057,P151,-2,7,B-1,49,control
4058,P151,-1,8,B-1,47,control
4059,P151,0,9,B-1,47,control
4060,P151,8,10,A-2,11,control
4061,P151,7,11,A-2,12,control
4062,P151,6,12,A-2,16,control
4063,P151,5,13,A-2,0,control
4064,P151,4,14,A-2,0,control
4065,P151,3,15,A-2,0,control
4066,P151,2,16,A-2,0,control
4067,P151,1,17,A-2,0,control
4068,P151,0,18,A-2,0,control
4069,P151,0,19,C-3,0,control
4070,P151,1,20,C-3,0,control
4071,P151,2,21,C-3,0,control
4072,P151,3,22,C-3,0,control
4073,P151,4,23,C-3,0,control
4074,P151,5,24,C-3,0,control
4075,P151,6,25,C-3,10,control
4076,P151,7,26,C-3,0,control
4077,P151,8,27,C-3,0,control
